,in_reply_to_user_id_str,full_text,id,in_reply_to_screen_name,in_reply_to_user_id,source_url,in_reply_to_status_id_str,favorite_count,lang,source,retweet_count,id_str,in_reply_to_status_id,user,created_time
300,,"#MinervazDietNews: Is Oprah Going on a Diet With Gwyneth Paltrow?: She did a 21-day vegan cleanse in 2008, and a... http://bit.ly/ep60Bb",32570676338499584,,,http://twitterfeed.com,,0,en,twitterfeed,0,32570676338499584,,MistressMinerva,2011-02-01 22:47:09
301,15282492,"FYI: vegan & GF: RT @tashadoestulsa @lilbrigid Mmm...mug cake. Sounds perfect for a snow day treat: http://bit.ly/hYYVx8 Thanks, @lilbrigid!",32570035570483200,tashadoestulsa,15282492.0,http://twitter.com,32566514594873344,0,en,Twitter Web Client,0,32570035570483200,3.2566514594873344e+16,adocmartin,2011-02-01 22:44:36
302,,Q: How Do You Know When A Vegan Is Coming Over For Dinner? http://strn.gr/6576138,32570698316644352,,,http://twitter.com,,0,en,Twitter Web Client,0,32570698316644352,,cocktailcompass,2011-02-01 22:47:14
303,,Anyone else watching Oprah's vegan challenge? Interesting stuff!! (and the slaughterhouse footage thoroughly disgusted me),32569145291710464,,,http://twitter.com/download/iphone,,0,en,Twitter for iPhone,0,32569145291710464,,laDolceVitaNina,2011-02-01 22:41:04
304,,What baked goods should I make for Valentines? Something that I can easily convert into Vegan and Gluten-Free recipes. give me ideas.,32569247842443264,,,http://twitter.com,,0,en,Twitter Web Client,0,32569247842443264,,nehamodi,2011-02-01 22:41:28
305,,#music I just realized Myq Kaplan's CD is called 'Vegan Mind Meld': Considering Brooklyn… http://goo.gl/fb/pt0iY,32570029773946880,,,https://www.google.com/,,0,en,Google,0,32570029773946880,,BSMgreader2,2011-02-01 22:44:34
306,,"""@lunchboxbunch: Oh nooo! @ABCnews just broke into the vegan Oprah show w/ a special news report! :(""",32569476046135296,,,http://blackberry.com/twitter,,0,en,Twitter for BlackBerry®,0,32569476046135296,,ReyliArtiga,2011-02-01 22:42:22
307,19397785,"@Oprah- if going vegan is influential enough to make women talk about their poop ion TV, it might be worth looking into",32570878281646080,Oprah,19397785.0,http://www.ubertwitter.com/bb/download.php,,0,en,ÜberSocialOrig,0,32570878281646080,,AlisonFH,2011-02-01 22:47:57
308,,RT @WoodstockFarm: RT @AliciaSilv: oprah kicks off vegan week today! http://bit.ly/dFenE9,32570700413800448,,,http://www.cloudhopper.com/,,0,en,Twitter SMS,0,32570700413800448,,cleaninggirl,2011-02-01 22:47:14
309,,Sip It's Moringa tea before bed--it will soothe you to sleep.  #MORINGA #SUPERFOOD #VEGAN,32569852266815488,,,http://mobile.twitter.com,,0,en,Mobile Web,0,32569852266815488,,ItsMoringa,2011-02-01 22:43:52
310,,Going to start incorporating vegan recipes into the mix- don't think it will be a huge shift from my already red-meatless diet.,32569671286784001,,,http://www.ubertwitter.com/bb/download.php,,0,en,ÜberSocialOrig,0,32569671286784001,,k8tiecleve,2011-02-01 22:43:09
311,,Perfect RT @dudeitsandychoi: That's hilarious. RT @krysumn: eating bacon while watching Oprah's vegan show. #spite,32569448502140928,,,https://about.twitter.com/products/tweetdeck,,0,en,TweetDeck,0,32569448502140928,,DavidDouglasTV,2011-02-01 22:42:16
312,,is watching Oprah's Vegan show.  I could not be vegan. http://plurk.com/p/ah9kbs,32569711828930560,,,https://www.plurk.com,,0,en,Plurk,0,32569711828930560,,Kwizgiver,2011-02-01 22:43:19
313,,How the hell does this woman live as a vegan?,32570698010460160,,,http://twitter.com/download/iphone,,0,en,Twitter for iPhone,0,32570698010460160,,KarlJonzu,2011-02-01 22:47:14
314,48305121,"@chubby_vegan fui, só q não tinha trote na faculdade",32571075246170113,chubbyvegan,48305121.0,https://about.twitter.com/products/tweetdeck,32571031705092096,0,pt,TweetDeck,0,32571075246170113,3.2571031705092096e+16,ferkobaia,2011-02-01 22:48:44
315,,"Agreed, I wldn't say I'm Carnivore-ish. RT @tracysss I hate that term, too RT @Veganmainstream I hate the term veganish. Be Vegan or don't.",32570239443009536,,,http://www.ubertwitter.com/bb/download.php,,0,en,ÜberSocialOrig,0,32570239443009536,,sendmoremascara,2011-02-01 22:45:24
316,,"Is Oprah Going on a Diet With Gwyneth Paltrow?: She did a 21-day vegan cleanse in 2008, and a couple of weeks ago, she chatted with K...",32570021897043968,,,http://twitterfeed.com,,0,en,twitterfeed,0,32570021897043968,,ChristyMcMichel,2011-02-01 22:44:32
317,,RT @themerchgirl: @dirtyballerina I (Fuzzy) am making vegan pb/choc cookies to give to people who donate new socks at @thedollyrots show ...,32570838737752064,,,http://twitter.com/download/iphone,,0,en,Twitter for iPhone,1,32570838737752064,,TheDollyrots,2011-02-01 22:47:47
318,,I am so excited! #Oprah and 378 members of her staff went #vegan for one week: http://bit.ly/f8xSVj hoooooorayyy!,32569971628310528,,,http://twitter.com,,0,en,Twitter Web Client,0,32569971628310528,,sarahhdell,2011-02-01 22:44:21
319,59449288,@FlatoutBread I saw that episode and I was intrigued but I can't say I would want to go #vegan,32569421490819072,FlatoutBread,59449288.0,https://about.twitter.com/products/tweetdeck,32569164665192448,0,en,TweetDeck,0,32569421490819072,3.256916466519245e+16,SundayStilwell,2011-02-01 22:42:09
320,,"RT @C2theA2theB: nothing new about this #Oprah show, they just made the meat industry look humane, showing only the nicer parts of mass  ...",32570855372365824,,,http://twitter.com/download/iphone,,0,en,Twitter for iPhone,2,32570855372365824,,VeganInLA,2011-02-01 22:47:51
321,,"If I were married and if my wife tried to make me go vegan, I would shoot myself in the foot. lol #Oprah #Vegan",32570440043995137,,,http://www.cloudhopper.com/,,0,en,Twitter SMS,0,32570440043995137,,fchsjames,2011-02-01 22:46:12
322,,RT @YesImAnEducator2011Watching bits and pieces of Oprah and I wonder if I could become vegan for a week? #question,32569520124076032,,,http://twitterfeed.com,,0,en,twitterfeed,0,32569520124076032,,ask_questions,2011-02-01 22:42:33
323,,"#vegan chili cheese 'dogs', cherry lime ade, and cantaloupe..#whatveganseat  http://plixi.com/p/74093626",32569964460244992,,,http://www.ubertwitter.com/bb/download.php,,0,en,ÜberSocialOrig,0,32569964460244992,,LonleyBonez,2011-02-01 22:44:19
324,,RT @nancyguberti: Intense Oprah show today about meat factories.  Her staff goes vegan for 1 week.,32570363309195264,,,https://about.twitter.com/products/tweetdeck,,0,en,TweetDeck,1,32570363309195264,,NutrCareAutism,2011-02-01 22:45:54
325,,"Watching Oprah talk about vegan diets. In that vein, I'm eating some vegan Amy's Black Bean Soup...with shredded mozzarella cheese on top.",32570389708148736,,,http://itunes.apple.com/us/app/twitter/id409789998?mt=12,,0,en,Twitter for Mac,0,32570389708148736,,Goldni,2011-02-01 22:46:00
326,,"@Iloveny91 vegetarian, haven't taken the plunge to vegan yet!",32569823137374208,,,http://www.ubertwitter.com/bb/download.php,,0,en,ÜberSocialOrig,0,32569823137374208,,jay_itie,2011-02-01 22:43:45
327,,"RT @AFBFCyndie: Ask a farmer, doctor, registered dietician or nutritionist about #food instead. #oprah #vegan #agchat",32570729388052480,,,http://blackberry.com/twitter,,0,en,Twitter for BlackBerry®,3,32570729388052480,,daver819,2011-02-01 22:47:21
328,,"""@lunchboxbunch: Wow... @LisaLing is brave. And I'm totally sick after watching that.  #oprah #vegan""",32569252074487808,,,http://blackberry.com/twitter,,0,en,Twitter for BlackBerry®,0,32569252074487808,,ReyliArtiga,2011-02-01 22:41:29
329,,Trying to find vegan products in my area #UTICA #NY is like trying to find an albino squirrel in a snowstorm.,32570941246537728,,,http://twitter.com,,0,en,Twitter Web Client,0,32570941246537728,,AnnetteCNY,2011-02-01 22:48:12
330,,calming breaths as i watch #oprah's vegan episode. 1...2...3...breathe!  1...2...3...breathe! 1....2...3....breathe! :),32570218630881280,,,http://twitter.com,,0,en,Twitter Web Client,0,32570218630881280,,creatingcalmmom,2011-02-01 22:45:19
331,40981798,@yelyahwilliams making me a vegan supper. chickpea and kidney bean ratatouille. nom nom nom,32570981306335232,yelyahwilliams,40981798.0,http://twitter.com,,0,en,Twitter Web Client,0,32570981306335232,,JessWight,2011-02-01 22:48:21
332,,I love that Harpo studios had a vegan challenge. Thanks for shedding light on this life choice @Oprah!!,32569229500747777,,,http://twitter.com/download/iphone,,0,en,Twitter for iPhone,0,32569229500747777,,chelsie_tweets,2011-02-01 22:41:24
333,,Going vegan for a week! this should be interesting! So ready!,32570594742505473,,,http://www.cloudhopper.com/,,0,en,Twitter SMS,0,32570594742505473,,jocelyn501,2011-02-01 22:46:49
334,,"Q: How do you know when a Vegan is coming to dinner? A: Oh, they'll let you know! (humorless bastards). http://bit.ly/i1sQIO",32569501492977664,,,http://twitter.com,,0,en,Twitter Web Client,0,32569501492977664,,MisterHerro,2011-02-01 22:42:28
335,26309825,"@Dj_Phat lol, she did a 7 day Vegan challenge, and went to a slaughter house",32571109652041728,Dj_Phat,26309825.0,http://www.ubertwitter.com/bb/download.php,32569566861197313,0,en,ÜberSocialOrig,0,32571109652041728,3.256956686119731e+16,Diddy_Marie,2011-02-01 22:48:52
336,38048560,"@PCRM Did u & Dr. Neal Barnard watch 2day's Oprah challenge abt the ""vegan challenge""? My hubby & I r very disappointed! ;(",32570775185661952,PCRM,38048560.0,http://twitter.com,,0,en,Twitter Web Client,0,32570775185661952,,notperfume,2011-02-01 22:47:32
337,,Watching Oprah interview Michael Pollan and talk about going vegan #CHV,32569296957743105,,,http://www.echofon.com/,,0,en,Echofon,0,32569296957743105,,GutToCutWL,2011-02-01 22:41:40
338,,"Dear vegan chicken patty sandwich, I love you.",32569244323418112,,,http://www.cloudhopper.com/,,0,en,Twitter SMS,0,32569244323418112,,theeannie,2011-02-01 22:41:27
339,35764723,@Veganmainstream great #vegan article. I esp agree with being vegan does not equal healthy. everyone should be aware of processed foods.,32569409184727040,Veganmainstream,35764723.0,http://mobile.twitter.com,32567165437607936,0,en,Mobile Web,0,32569409184727040,3.2567165437607936e+16,LisaMariePhD,2011-02-01 22:42:06
340,,"Wow, sounds great, everyone should check/nudge their local WF! RT @VeganVagrant Mini #vegan gyros from the hot bar at WF? I'll take 2 please",32570333059878912,,,http://twitter.com,,0,en,Twitter Web Client,0,32570333059878912,,vegansumer,2011-02-01 22:45:47
341,,Watching Oprah's food challenge...I'm sorry but there's no way I could ever be a Vegan. Too much work.,32570817443266560,,,http://twitter.com/download/iphone,,0,en,Twitter for iPhone,0,32570817443266560,,AshRmartin,2011-02-01 22:47:42
342,,"Oprah's Vegan Challenge? Yuck! Just like vegans feel offended by me eating meat, I'm offended by cheeseless cheese lol #getouttaherewiththat",32569895354892288,,,http://twitter.com,,0,en,Twitter Web Client,0,32569895354892288,,peteydoowop,2011-02-01 22:44:02
343,,So are we! RT @roryfreedman I’m excited new Dietary Guidelines for Americans highlight #vegetarian & #vegan diets! http://ow.ly/3OmS7,32570299752914944,,,http://www.hootsuite.com,,0,en,Hootsuite,2,32570299752914944,,PCRM,2011-02-01 22:45:39
344,,Those meat substitutes are loaded w/sodium. #vegan #oprah,32569793294901248,,,https://about.twitter.com/products/tweetdeck,,0,en,TweetDeck,0,32569793294901248,,KimBondy,2011-02-01 22:43:38
345,,"No one on this show has said what the benefit of being vegan is. I have a strong opinion based on a family history in beef, but really?",32570826599436288,,,http://twitter.com/download/iphone,,0,en,Twitter for iPhone,0,32570826599436288,,the_graymatters,2011-02-01 22:47:44
346,,See the whole vegan deal? There are other places to shop besides Whole Foods. They should do a segment on how to be vegan & on a budget.,32569962019168256,,,http://www.tweetcaster.com,,0,en,TweetCaster,0,32569962019168256,,Dgotmusic,2011-02-01 22:44:18
347,,RT @PCRM: So are we! RT @roryfreedman I’m excited new Dietary Guidelines for Americans highlight #vegetarian & #vegan diets! http://ow.l ...,32570726829522944,,,http://twitter.com,,0,en,Twitter Web Client,2,32570726829522944,,ItsDickers,2011-02-01 22:47:21
348,,Anyone going #vegan for a week after watching Oprah today?,32569164665192448,,,http://www.hootsuite.com,,0,en,Hootsuite,0,32569164665192448,,FlatoutBread,2011-02-01 22:41:08
349,,This is so deep. I think I could really be a vegetarian but never a vegan. That's too much work.,32569406634598400,,,http://www.ubertwitter.com/bb/download.php,,0,en,ÜberSocialOrig,0,32569406634598400,,sivtastic,2011-02-01 22:42:06
350,24031223,@GoVeganDotNet Well she was certainly interested in tattoos when #vegan Brad Pitt was on her show! Harumph.,32570121360769024,GoVeganDotNet,24031223.0,http://twitter.com/download/iphone,32569770742128640,0,en,Twitter for iPhone,0,32570121360769024,3.256977074212864e+16,oniononiononion,2011-02-01 22:44:56
351,,Forgot my lunch today:( had to give in and treat myself to some vegan pad Thai. I'm nervous.,32569923020525569,,,http://blackberry.com/twitter,,0,en,Twitter for BlackBerry®,0,32569923020525569,,Sawnasa,2011-02-01 22:44:09
352,,RT @AliciaSilv: oprah kicks off vegan week today! http://bit.ly/dFenE9 - SO EXCITED about this!,32570869695913984,,,http://www.ubertwitter.com/bb/download.php,,0,en,ÜberSocialOrig,0,32570869695913984,,brancaferrazo,2011-02-01 22:47:55
353,190568452,@jamesboy777 http://mysp.ac/v3g9n is a nice composite of vegan foods & famous people who love them:,32569361965260801,jamesboy777,190568452.0,http://twitterfeed.com,,0,en,twitterfeed,0,32569361965260801,,veganimated,2011-02-01 22:41:55
354,,the gluten free vegan fam is back!! go follow @GFreeVeganFam !!,32570491155775488,,,http://twitter.com,,0,en,Twitter Web Client,0,32570491155775488,,TheMishaRose,2011-02-01 22:46:24
355,,I would like to do a vegan meal at least once a week. Especially when I have my children.,32570526618615809,,,http://www.nibirutech.com,,0,en,TwitBird,0,32570526618615809,,CHELSEAL0UbELL,2011-02-01 22:46:33
356,,Oprah and 378 Harpo staffers go vegan for one week http://bit.ly/hX8iZI,32569948479946752,,,https://about.twitter.com/products/tweetdeck,,0,en,TweetDeck,0,32569948479946752,,Anipalinfo,2011-02-01 22:44:15
357,,"RT @WeekendCowgirl: Go Hank! RT @ag4front: My dog, Hank, is watching #oprah with me and this is what he feels about going #vegan. http:/ ...",32570597674319872,,,http://twitter.com,,0,en,Twitter Web Client,1,32570597674319872,,TrendyBindi,2011-02-01 22:46:50
358,,"""@lunchboxbunch: ""..we NEED to think about the cow, chicken, pig.."" -Michael Pollan  #vegan #OprahShow""",32569422480674818,,,http://blackberry.com/twitter,,0,en,Twitter for BlackBerry®,0,32569422480674818,,ReyliArtiga,2011-02-01 22:42:10
359,,"RT @Iam_RonBass: RT @Triishy Oprah and her staff goes Vegan for a week, can you do it?????? &lt;~ 7yrs Strong!!! « Did it for the month...easy.",32571069843898368,,,http://www.ubertwitter.com/bb/download.php,,0,en,ÜberSocialOrig,0,32571069843898368,,EelleV,2011-02-01 22:48:42
360,48305121,"@chubby_vegan auehuaehae, eu não levei trote qdo entrei na faculdade :3",32570995709579264,chubbyvegan,48305121.0,https://about.twitter.com/products/tweetdeck,32570925413040128,0,pt,TweetDeck,0,32570995709579264,3.257092541304013e+16,ferkobaia,2011-02-01 22:48:25
361,,Peter Mullan's 'NEDs' @tynesidecinema followed by a meal in the wondrous 'Jack Sprat's' vegan & vegetarian cafe http://jackspratscafe.co.uk/,32570108899491840,,,https://about.twitter.com/products/tweetdeck,,0,en,TweetDeck,0,32570108899491840,,nick_woodfine,2011-02-01 22:44:53
362,,Watching now while ty defrosts the steak lol RT @hellodenj Did you see oprah today? All about being vegan!,32570949857443840,,,http://twitter.com,,0,en,Twitter Web Client,0,32570949857443840,,Lauren_Elan,2011-02-01 22:48:14
363,190087580,"@sivtastic it gets easier all the time to go vegan, trust me...lots of great recipes and products out there...",32569657575608320,sivtastic,190087580.0,http://www.twhirl.org,32569406634598400,0,en,Seesmic twhirl,0,32569657575608320,3.25694066345984e+16,amodernfamily,2011-02-01 22:43:06
364,18623575,@livenoutlouder you do great though..I was just reacting to that cart filled with frozen vegan food-it looked odd.,32569159921442817,livenoutlouder,18623575.0,http://www.echofon.com/,32565770827341825,0,en,Echofon,0,32569159921442817,3.2565770827341824e+16,mary0242,2011-02-01 22:41:07
365,,Ran 2.05 miles in 17 mins. Ran down the street to retrieve some vegan fro yo for my sick girl ;) Was so beautiful ou... http://bit.ly/eJOOXm,32570312784617473,,,http://www.dailymile.com,,0,en,dailymile,0,32570312784617473,,veganrunningmom,2011-02-01 22:45:42
366,,This vegan stuff tends to be expensive do they have coupons for it? I need a sale dammit,32570313124356097,,,http://getscopeapp.com,,0,en,Scope App,0,32570313124356097,,JenniLoLo,2011-02-01 22:45:42
367,,"RT @AFBFCyndie: Ask a farmer, doctor, registered dietician or nutritionist about #food instead. #oprah #vegan #agchat",32569238463979520,,,https://about.twitter.com/products/tweetdeck,,0,en,TweetDeck,3,32569238463979520,,SlowMoneyFarm,2011-02-01 22:41:26
368,,"tô vegan, tô amando grão-de-bico.",32569507465662464,,,http://twitter.com,,0,pt,Twitter Web Client,0,32569507465662464,,Malinosqueen,2011-02-01 22:42:30
369,,RT @AliciaSilv: oprah kicks off vegan week today! http://bit.ly/dFenE9,32569280524455936,,,http://itunes.apple.com/us/app/twitter/id409789998?mt=12,,0,en,Twitter for Mac,82,32569280524455936,,WoodstockFarm,2011-02-01 22:41:36
370,,This #Oprah convo is going as fast as an #agchat on Tuesday nights at 7 central time. #Vegan come visit - we're talking humane handling,32570575549374464,,,https://about.twitter.com/products/tweetdeck,,0,en,TweetDeck,2,32570575549374464,,beefrunner,2011-02-01 22:46:45
371,,RT @JSuiJeneris: Yuck! Ndo o! ~ RT @naijafabulosity: Making my vegan diet shopping list.&gt;Lol u won't say that after I lose 10 pounds in a wk,32569656376033280,,,http://www.ubertwitter.com/bb/download.php,,0,en,ÜberSocialOrig,0,32569656376033280,,Zeetherapy,2011-02-01 22:43:05
372,,#eat #vegan chocolate ice cream http://bit.ly/fMiBNP http://bit.ly/GVegan,32570602460020736,,,http://twitterfeed.com,,0,en,twitterfeed,0,32570602460020736,,albertofptown,2011-02-01 22:46:51
373,,People say eating only plants is an extreme decision.  The decisions that are made every day exploiting animals are far more extreme. #vegan,32569992067153920,,,http://twitter.com,,0,en,Tweetie for Mac,0,32569992067153920,,satisfythemind,2011-02-01 22:44:25
374,,RT @PCRM: Want to try a #vegan diet after seeing how @Oprah's staff benefited from it? Order our free Veg Starter Kit: http://ow.ly/3OqT8,32569664848527360,,,http://twitter.com,,0,en,Twitter Web Client,15,32569664848527360,,luvallbeings,2011-02-01 22:43:07
375,,I'd rather shave my legs with a chainsaw than go vegan.,32569346328887297,,,http://twitter.com/download/iphone,,0,en,Twitter for iPhone,0,32569346328887297,,shelbyjo,2011-02-01 22:41:51
376,41057181,@JJones6 Was this the episode where the whole staff goes vegan for a week? Don't ask why I know that.,32570575729725440,JJones6,41057181.0,http://twitter.com,32570191309176832,0,en,Twitter Web Client,0,32570575729725440,3.257019130917683e+16,HausOfHunter,2011-02-01 22:46:45
377,48305121,@chubby_vegan miudas =  mousse :( maldito auto corretor.,32569743261044738,chubbyvegan,48305121.0,https://about.twitter.com/products/tweetdeck,,0,es,TweetDeck,0,32569743261044738,,luizofoca,2011-02-01 22:43:26
378,28906217,@md610 Oh dear... like they say it doesn't matter if you are a vegan  r not as far as you are healthy... :),32570759951941632,md610,28906217.0,http://twitter.com,32568234595061762,0,en,Twitter Web Client,0,32570759951941632,3.256823459506176e+16,ShrutiN,2011-02-01 22:47:28
379,,RT @AR_ranchhand: This #Oprah convo is going as fast as an #agchat on Tuesday nights at 7 central time. #Vegan come visit - we're talkin ...,32570808446484480,,,https://about.twitter.com/products/tweetdeck,,0,en,TweetDeck,2,32570808446484480,,imagine_farming,2011-02-01 22:47:40
380,216110529,"@spaulsandhu She did a 7-day vegan challenge with her employees, and then had a vegan author and a factory-farm manager on to discuss.",32569894738333696,spaulsandhu,216110529.0,http://www.echofon.com/,32567546766954497,0,en,Echofon,0,32569894738333696,3.2567546766954496e+16,randy_wrecked,2011-02-01 22:44:02
381,,Oprah's show about being  vegan for a week is thought provoking. Many issues discussed. http://goo.gl/E1c4Y,32570457341296640,,,http://twitter.com,,0,en,Twitter Web Client,0,32570457341296640,,BetsyHCohen,2011-02-01 22:46:16
382,,Isn't cheese natural? Cheese made from Tapioca pudding doesn't seem that natural to me #Oprah #vegan #dairy,32569947976630273,,,https://about.twitter.com/products/tweetdeck,,0,en,TweetDeck,0,32569947976630273,,crystalcattle,2011-02-01 22:44:15
383,,"RT @AFBFCyndie: Ask a farmer, doctor, registered dietician or nutritionist about #food instead. #oprah #vegan #agchat",32569363189989376,,,https://about.twitter.com/products/tweetdeck,,0,en,TweetDeck,3,32569363189989376,,Julie_Busse,2011-02-01 22:41:55
384,,#oprah #vegan show is just silly. #ag #agchat,32571086163943426,,,http://blackberry.com/twitter,,0,en,Twitter for BlackBerry®,0,32571086163943426,,daver819,2011-02-01 22:48:46
385,,So looking forward to vegan nachos for dinner! What a yummy treat :),32569166175150080,,,http://twitter.com,,0,en,Twitter Web Client,0,32569166175150080,,blacksburgbelle,2011-02-01 22:41:08
386,,Crustina Cerebri: Vegan Police )))) http://t.co/aOWC0XI,32570543391645696,,,https://dev.twitter.com/docs/tfw,,0,sl,Twitter for Websites,0,32570543391645696,,deansbaby89,2011-02-01 22:46:37
387,,Starting tomorrow I am going on the vegan diet for a wk. Who wants to join me!!??,32570109407010816,,,http://mobile.twitter.com,,0,en,Mobile Web,0,32570109407010816,,benjamin_79,2011-02-01 22:44:53
388,,Maybe I'll be vegan?....,32570252147560448,,,http://twitter.com/download/iphone,,0,en,Twitter for iPhone,0,32570252147560448,,jackattack30,2011-02-01 22:45:27
389,,RT @JaZzImAn3: Thinking of takin Oprahs Vegan challenge!--- thought about it too.,32570201895600128,,,http://www.ubertwitter.com/bb/download.php,,0,en,ÜberSocialOrig,0,32570201895600128,,Fit2BQueen_,2011-02-01 22:45:15
390,,@naturalpoodleMS is there a vegan restaurant guide?,32569360526614531,,,http://blackberry.com/twitter,,0,en,Twitter for BlackBerry®,0,32569360526614531,,DawneDaDa,2011-02-01 22:41:55
391,,"I'm glad #Oprah did the #vegan episode, but I still felt like I was being pitched a ton of processed foods. :(",32569506081546241,,,http://twitter.com,,0,en,Twitter Web Client,0,32569506081546241,,WendyCrayK,2011-02-01 22:42:30
392,,Oprahs show about vegan is unrealistic. Its not cheap 2 eat like that or healthy. Im gluten free n its not cheap. The average american c ...,32570418183274496,,,http://www.cloudhopper.com/,,0,en,Twitter SMS,0,32570418183274496,,mhoehn225,2011-02-01 22:46:07
393,,"Is Oprah Going on a Diet With Gwyneth Paltrow?: She did a 21-day vegan cleanse in 2008, and a couple of weeks ag... http://bit.ly/gI0Rz5",32569485487513601,,,http://twitterfeed.com,,0,en,twitterfeed,0,32569485487513601,,NicoleCummings1,2011-02-01 22:42:25
394,,So you think you're a vegan? @NateKettles http://twitpic.com/3vl04a,32570839496916992,,,http://twitter.com/download/iphone,,1,en,Twitter for iPhone,0,32570839496916992,,RichardAtCT,2011-02-01 22:47:47
395,,I agree that you should have an idea where your food comes from. This does not necessitate becoming #vegeterian or #vegan. #oprah,32569499588755456,,,http://twitter.com,,0,en,Twitter Web Client,0,32569499588755456,,NoFearKitchen,2011-02-01 22:42:28
396,,"#MistressMinerva Is Oprah Going on a Diet With Gwyneth Paltrow?: She did a 21-day vegan cleanse in 2008, and a c... http://bit.ly/ep60Bb",32570675856150530,,,http://twitterfeed.com,,0,en,twitterfeed,0,32570675856150530,,MistressMinerva,2011-02-01 22:47:08
397,14316594,@pernickety I got a bunch of vegan recipes from here: http://tinyurl.com/66mzrqv and here: http://tinyurl.com/6edwmmr Both are full of nom.,32569479913283587,pernickety,14316594.0,http://twitter.com,,0,en,Twitter Web Client,0,32569479913283587,,AppleTeeth,2011-02-01 22:42:23
398,27105706,@GabriellaDante this vegan site posted a little review of the Oprah ep http://tinyurl.com/4gsz9ys,32570400160354304,MVZaGoGo,27105706.0,https://about.twitter.com/products/tweetdeck,32530439302291456,0,en,TweetDeck,0,32570400160354304,3.2530439302291456e+16,KarenLE67,2011-02-01 22:46:03
399,,Loving the vegan challenge on oprah. Can't believe @lisaling could watch that whole cow process and still eat meat!!,32570991213285376,,,http://twitter.com/download/iphone,,0,en,Twitter for iPhone,0,32570991213285376,,JasmineAmellie,2011-02-01 22:48:24
400,,Watching @oprah 's #vegan show and ironically was enjoying a glass of mik when it started. Hhmm,32568754583900160,,,http://blackberry.com/twitter,,0,en,Twitter for BlackBerry®,0,32568754583900160,,DishHouston,2011-02-01 22:39:30
401,20433999,"@AstridKitti stay strong! I was vegan today, but did enjoy some baked cheese yesterday...",32567826778685440,AstridCoxon,20433999.0,http://twitter.com/download/iphone,32523699919785984,0,en,Twitter for iPhone,0,32567826778685440,3.2523699919785984e+16,DoktorG,2011-02-01 22:35:49
402,42490679,"@thiagomarzano @chubby_vegan hahaa, mas qqlr coisa é parte do trote já (a)",32568624115879936,thiagomarzano,42490679.0,http://twitter.com,32560113088724992,0,pt,Twitter Web Client,0,32568624115879936,3.256011308872499e+16,ferkobaia,2011-02-01 22:38:59
403,,"RT @Greenmoms: Going vegan, meat processing, Michael Pollan on Oprah today, Feb. 1: FYI: Thanks to @MichaelPollan I just learne... http: ...",32568595867238400,,,http://twitter.com/download/iphone,,0,en,Twitter for iPhone,3,32568595867238400,,ophelia6574,2011-02-01 22:38:53
404,18029498,@lunchboxbunch: Yes  http://bit.ly/hHCp66 RT @ELAR95 @lunchboxbunch I need help making the transition to vegan. Any suggestions and/or tips?,32568947643523072,KathyPatalsky,18029498.0,http://blackberry.com/twitter,,0,en,Twitter for BlackBerry®,0,32568947643523072,,ReyliArtiga,2011-02-01 22:40:16
405,,One #farmer's take on Oprah's one-week vegan challenge: http://ow.ly/3OrPr,32567673430745089,,,http://www.hootsuite.com,,0,en,Hootsuite,0,32567673430745089,,Cottonaggie,2011-02-01 22:35:13
406,15680708,"@ssigafoos when we get back to the states, you gonna have to come down to NYC w/ some Vegan Treats.. since we're vegan and all. lol",32568147110273025,ssigafoos,15680708.0,http://twitter.com,32488286396088320,0,en,Twitter Web Client,0,32568147110273025,3.248828639608832e+16,evelinav,2011-02-01 22:37:06
407,,This Oprah's so interesting.  Saw a slaughterhouse + now I'm learning abt vegan family meals.  It's a nice progression.,32568868291477504,,,http://twitter.com,,0,en,Twitter Web Client,0,32568868291477504,,DomesticaShop,2011-02-01 22:39:57
408,,RP's Cooking Update: Avocado Sushi Recipe – Healthy Vegan Recipes On Video | Sumo and Sushi http://bit.ly/gl0VIb #food #recipe #sushi,32567777898274816,,,http://twitterfeed.com,,0,en,twitterfeed,0,32567777898274816,,RecipePrincess,2011-02-01 22:35:37
409,,"Watching the Oprah special on being vegan. But the commercials are killing me-2 mins of show, 10 of commercials.",32568574799257600,,,http://www.cloudhopper.com/,,0,en,Twitter SMS,0,32568574799257600,,chmpgnproblms,2011-02-01 22:38:47
410,,Been watching Oprah huh lol RT @ashabandele Starting Sunday we're going vegan,32568290672902144,,,http://twitter.com,,0,en,Twitter Web Client,0,32568290672902144,,koriblake,2011-02-01 22:37:40
411,,ONly half-way through #Oprah show and I have a laundry list of Questions for @Oprah and #vegan ppl #agchat,32568068186050560,,,https://about.twitter.com/products/tweetdeck,,0,en,TweetDeck,0,32568068186050560,,beefrunner,2011-02-01 22:36:47
412,,"For all my vegan pals,Ive just discovered #Oatly Milk it actually works in a builders brew.Check it out:http://bit.ly/hy4DbT @yelyahwilliams",32568627349692416,,,http://blackberry.com/twitter,,0,en,Twitter for BlackBerry®,0,32568627349692416,,Hans_Tweets,2011-02-01 22:39:00
413,,"Stop making me snort soda thru my nose in laughter! RT @crystalcattle: ""Maybe that's what I'll do - vegan-ish"" #Oprah #vegan",32568952160788481,,,https://about.twitter.com/products/tweetdeck,,0,en,TweetDeck,0,32568952160788481,,eebeck,2011-02-01 22:40:17
